13950
AIRLINE	FLIGHT_NUMBER	ORIGIN_AIRPORT	DESTINATION_AIRPORT	SCHEDULED_DEPARTURE	SCHEDULED_ARRIVAL	DISTANCE
DL	925	ATL	STT	1515	1952	1599
WN	319	SAN	AUS	1515	1955	1164
WN	3031	LAS	BNA	1515	2040	1587
AA	189	SJC	DFW	1515	2040	1438
DL	993	SLC	JFK	1515	2133	1990
HA	44	HNL	SJC	1515	2220	2417
DL	2040	SFO	JFK	1515	2334	2586
AA	22	LAX	JFK	1515	2335	2475
UA	304	SFO	JFK	1515	2341	2586
OO	4773	SLC	PSC	1516	1608	521
OO	6509	DEN	SEA	1516	1718	1024
OO	5493	DEN	TUS	1516	1719	639
UA	471	SAN	IAH	1516	2017	1303
EV	3951	MFE	IAH	1517	1632	316
EV	5955	MEM	DEN	1517	1701	872
OO	4735	SLC	BNA	1517	1934	1404
DL	2241	SLC	LAX	1518	1618	590
EV	5261	GNV	ATL	1518	1635	300
MQ	3620	ORD	BNA	1518	1641	409
EV	5306	MGM	ATL	1518	1711	147
NK	318	RSW	MSP	1518	1759	1416
HA	188	HNL	KOA	1519	1602	163
OO	4456	IDA	SLC	1519	1625	188
UA	1619	TPA	IAH	1519	1645	787
UA	390	SFO	LAX	1519	1649	337
UA	1230	MCO	IAH	1519	1652	854
B6	952	MCO	BOS	1519	1809	1121
UA	1618	EWR	TPA	1519	1817	997
DL	1067	LAS	ATL	1519	2200	1747
MQ	2752	GRR	ORD	1520	1535	137
WN	1757	ABQ	LAS	1520	1555	486
MQ	2820	EYW	MIA	1520	1603	125
WN	1815	MCO	BNA	1520	1615	616
OO	5371	SBP	LAX	1520	1622	156
AA	2418	DFW	SAT	1520	1625	247
AA	382	OKC	DFW	1520	1625	175
MQ	2767	ROC	ORD	1520	1625	528
WN	1067	ELP	LAX	1520	1630	715
NK	356	SAN	LAS	1520	1632	258
EV	4217	IAH	BRO	1520	1636	308
UA	311	MSY	IAH	1520	1637	305
MQ	2929	ORD	RST	1520	1638	268
EV	2504	DFW	MHK	1520	1640	431
AA	1212	SDF	DFW	1520	1640	733
WN	4823	DAL	LAX	1520	1645	1246
WN	680	SMF	SNA	1520	1645	404
DL	1144	DTW	DCA	1520	1648	405
WN	2349	ATL	DAL	1520	1650	721
DL	1637	DTW	BWI	1520	1653	409
US	456	DFW	PHX	1520	1654	868
F9	1295	CVG	DFW	1520	1655	812
AA	333	MFE	DFW	1520	1655	469
AA	2257	DFW	PHX	1520	1700	868
EV	5140	DTW	RIC	1520	1701	456
DL	1438	ATL	DCA	1520	1708	547
MQ	3240	DFW	PIA	1520	1708	672
EV	5339	DTW	PVD	1520	1711	615
DL	188	DTW	BOS	1520	1713	632
MQ	3245	DSM	DFW	1520	1720	624
DL	733	DTW	SEA	1520	1720	1927
WN	1756	BNA	LAS	1520	1735	1587
MQ	2851	VPS	DFW	1520	1735	641
WN	189	BNA	RDU	1520	1740	442
US	1874	DCA	MCO	1520	1745	759
AS	550	SEA	PSP	1520	1751	987
B6	928	MCO	EWR	1520	1759	937
B6	846	MCO	SWF	1520	1801	989
OO	6225	ORD	DFW	1520	1801	802
B6	532	LGB	SLC	1520	1802	588
AS	479	LAX	SEA	1520	1805	954
AS	29	ORD	SEA	1520	1805	1721
WN	660	LGA	ATL	1520	1810	762
DL	1829	RSW	DTW	1520	1813	1084
B6	573	EWR	TPA	1520	1823	997
WN	1768	MKE	LGA	1520	1825	738
WN	884	DEN	HOU	1520	1840	883
UA	1600	EWR	LAX	1520	1843	2454
F9	1144	DFW	CLE	1520	1850	1021
DL	1082	MSP	JFK	1520	1902	1029
WN	710	LAS	FLL	1520	2250	2173
DL	1649	LAX	MCO	1520	2253	2218
B6	700	LAX	FLL	1520	2301	2342
EV	4102	LFT	IAH	1521	1626	201
EV	3933	MOB	IAH	1521	1655	427
EV	4199	CLE	LGA	1521	1700	419
EV	5397	ATL	MDT	1521	1712	620
OO	5576	DEN	PDX	1521	1718	991
UA	1194	LAX	DEN	1521	1842	862
HA	334	HNL	OGG	1522	1559	100
OO	5631	SLC	SFO	1522	1637	599
DL	1216	DTW	LAX	1522	1730	1979
EV	5531	ATL	BQK	1523	1630	238
UA	280	CLE	TPA	1523	1803	927
UA	1290	ORD	IAH	1523	1820	925
DL	480	JFK	MCO	1523	1833	944
UA	1180	SAN	DEN	1523	1842	853
UA	1202	SEA	DEN	1523	1854	1024
AS	64	PSG	WRG	1524	1547	31
OO	6469	ORD	CID	1524	1629	196
OO	5588	ATL	ORD	1524	1632	606
EV	4334	ORD	DSM	1524	1644	299
DL	1582	ATL	OMA	1524	1700	821
DL	1707	DTW	RDU	1524	1706	501
OO	4547	MSP	SBN	1524	1757	411
DL	1116	MDW	ATL	1524	1819	591
DL	2341	MSP	RSW	1524	1949	1416
OO	5549	SFO	AUS	1524	2059	1504
MQ	3132	DTW	ORD	1525	1550	235
UA	350	CLE	ORD	1525	1558	315
MQ	3412	TYS	ORD	1525	1610	475
WN	952	DAL	AUS	1525	1615	189
OO	5364	MKE	ORD	1525	1615	67
WN	4373	ATL	MKE	1525	1625	669
WN	3744	BUR	LAS	1525	1625	223
WN	363	LAS	BUR	1525	1630	223
DL	773	DTW	BUF	1525	1631	241
MQ	3326	DFW	JLN	1525	1633	327
WN	1762	ABQ	PHX	1525	1635	328
WN	1955	BWI	CLE	1525	1640	314
AA	194	ATL	DFW	1525	1650	731
OO	4498	SLC	BIL	1525	1651	387
EV	5411	DTW	ABE	1525	1653	425
DL	2462	MSP	MCI	1525	1654	393
WN	1683	CMH	LAS	1525	1700	1771
WN	833	PHX	SLC	1525	1700	507
OO	6609	GJT	PHX	1525	1701	438
OO	5231	DEN	SLC	1525	1704	391
WN	955	BOI	DEN	1525	1705	649
MQ	3469	ORD	FSD	1525	1708	462
WN	206	PHX	DEN	1525	1710	602
EV	5214	DTW	BTV	1525	1711	537
DL	2253	MSP	SEA	1525	1713	1399
US	765	DTW	CLT	1525	1716	500
AA	2262	BNA	DFW	1525	1730	631
AS	308	SEA	SFO	1525	1730	679
DL	1505	MSP	SFO	1525	1731	1589
DL	1371	DTW	SLC	1525	1732	1481
MQ	2917	ORD	CVG	1525	1733	265
AA	1525	MIA	RDU	1525	1735	700
AS	538	SEA	ONT	1525	1744	956
WN	1452	DEN	MCI	1525	1750	533
AS	571	SAN	PDX	1525	1758	933
WN	5	PHL	MCO	1525	1800	861
DL	1805	DTW	MCO	1525	1805	957
DL	1973	MCO	JFK	1525	1805	944
WN	2875	BDL	ATL	1525	1810	859
WN	1847	MDW	HOU	1525	1815	937
EV	5269	MSP	CLE	1525	1825	622
UA	1170	FLL	EWR	1525	1830	1065
F9	256	SBA	DEN	1525	1843	916
UA	996	EWR	AUS	1525	1844	1504
WN	931	SAN	DEN	1525	1845	853
AA	1302	DFW	RDU	1525	1850	1061
WN	3303	PDX	DEN	1525	1850	991
F9	662	SFO	DEN	1525	1850	967
UA	1482	STT	EWR	1525	1900	1634
US	492	DFW	PHL	1525	1930	1303
UA	1209	DEN	CLE	1525	2017	1201
AA	2437	LAX	DFW	1525	2020	1235
AA	2380	LAX	STL	1525	2055	1592
WN	741	PHX	PIT	1525	2120	1814
OO	6284	LAS	LAX	1526	1638	236
EV	5146	HPN	ATL	1526	1754	780
B6	33	BTV	JFK	1527	1700	266
EV	4628	STL	EWR	1527	1849	872
EV	4589	JAN	IAH	1528	1650	351
DL	1451	MSP	LAS	1528	1654	1299
EV	4347	GPT	IAH	1528	1655	376
UA	1061	DEN	SNA	1528	1659	846
OO	5585	DEN	JAC	1528	1659	406
UA	450	DEN	OMA	1528	1753	472
UA	1257	SFO	ANC	1528	1926	2018
OO	6397	SBN	ORD	1529	1518	84
EV	5904	CMH	ORD	1529	1554	296
DL	1318	DTW	BNA	1529	1615	456
EV	5798	SHV	IAH	1529	1628	192
EV	6177	EWR	IAD	1529	1650	212
B6	934	PBI	DCA	1529	1745	857
EV	4335	EWR	JAX	1529	1802	820
AA	1598	MIA	EWR	1529	1829	1085
B6	83	JFK	MCO	1529	1835	944
B6	813	HPN	FLL	1529	1839	1097
UA	418	EWR	SFO	1529	1902	2565
DL	1982	LGA	MIA	1529	1902	1096
WN	2701	TPA	BHM	1530	1555	459
DL	1493	DTW	ORD	1530	1600	235
B6	340	SJU	STX	1530	1610	94
WN	44	CRP	HOU	1530	1620	187
WN	1687	DAL	ABQ	1530	1620	580
WN	290	MCI	DEN	1530	1620	533
WN	4930	DAL	SAT	1530	1630	248
WN	38	HOU	DAL	1530	1630	239
OO	5625	SFO	MMH	1530	1635	193
EV	5151	TRI	ATL	1530	1638	227
WN	2500	BWI	RDU	1530	1640	255
EV	4707	IAH	HRL	1530	1641	295
DL	1609	MSP	DEN	1530	1643	680
US	889	ATL	CLT	1530	1644	226
WN	1353	ELP	PHX	1530	1645	347
WN	390	ONT	SMF	1530	1645	390
DL	2472	CHS	ATL	1530	1647	259
AA	1672	AUS	LAX	1530	1650	1242
US	1893	JAX	CLT	1530	1652	328
UA	866	IAH	LAS	1530	1655	1222
MQ	3169	JFK	ORF	1530	1658	290
US	2073	PIT	PHL	1530	1659	268
US	1891	PIT	CLT	1530	1700	366
US	2052	IND	CLT	1530	1702	427
US	2097	MCO	CLT	1530	1708	468
AA	1497	DFW	BNA	1530	1710	631
DL	2396	ATL	RSW	1530	1711	515
EV	5058	DTW	OKC	1530	1713	900
US	1927	PHL	CLT	1530	1716	449
WN	733	RDU	TPA	1530	1720	587
WN	1817	IND	PHX	1530	1725	1488
MQ	2793	JFK	CMH	1530	1728	483
WN	926	BOS	BNA	1530	1730	942
WN	267	PDX	LAS	1530	1735	763
DL	2279	MSP	SJC	1530	1737	1576
AS	584	PDX	SNA	1530	1743	859
DL	1145	DTW	SFO	1530	1749	2079
B6	1145	RIC	FLL	1530	1754	805
WN	2057	MCO	IND	1530	1755	829
AA	1555	ORD	LAX	1530	1755	1744
MQ	3202	JFK	IND	1530	1803	665
AA	1024	ABQ	DFW	1530	1810	569
WN	3557	BWI	FLL	1530	1810	925
F9	122	DEN	DFW	1530	1818	641
US	836	SJU	CLT	1530	1818	1475
OO	4591	MSP	CVG	1530	1825	596
B6	1967	HPN	PBI	1530	1828	1056
DL	1612	ORD	ATL	1530	1828	606
DL	1993	DTW	FLL	1530	1834	1127
WN	4988	RDU	PHX	1530	1835	1891
WN	3929	SAT	TPA	1530	1845	972
NK	171	LGA	FLL	1530	1848	1076
WN	846	OAK	DEN	1530	1850	957
DL	2152	JFK	FLL	1530	1852	1069
AA	1246	LGA	MIA	1530	1857	1096
WN	523	LGA	HOU	1530	1900	1428
DL	417	JFK	LAX	1530	1905	2475
F9	948	MSP	TTN	1530	1905	989
AA	85	JFK	SFO	1530	1910	2586
DL	345	MSP	JAX	1530	1923	1174
WN	60	LAS	HOU	1530	2025	1235
WN	914	LAS	LIT	1530	2025	1294
AA	1445	SAN	DFW	1530	2030	1171
AA	1550	LAX	BOS	1530	2345	2611
OO	5246	DFW	IAH	1531	1639	224
OO	5560	DEN	PSP	1531	1651	776
B6	2601	BUF	JFK	1531	1700	301
UA	1571	FLL	DEN	1531	1801	1703
UA	346	IAH	SEA	1531	1821	1874
OO	6192	SBA	DEN	1531	1905	916
UA	652	DEN	IAD	1531	2039	1452
UA	720	DEN	EWR	1531	2102	1605
OO	5384	LAX	CLD	1532	1617	86
EV	4578	BHM	DEN	1532	1747	1083
DL	447	JFK	ATL	1532	1817	760
OO	5263	DAL	IAH	1533	1642	216
EV	4670	OMA	ORD	1533	1710	416
UA	1172	PHL	DEN	1533	1802	1558
DL	1409	MSP	BOI	1534	1747	1142
UA	745	LGA	DEN	1534	1814	1620
NK	209	ORD	OAK	1534	1819	1836
DL	506	SJU	ATL	1534	1837	1547
B6	1075	PVD	MCO	1534	1842	1072
WN	2063	CMH	MDW	1535	1550	283
DL	1284	DTW	MKE	1535	1552	237
EV	2538	DFW	TYR	1535	1620	102
OO	2579	LAX	SAN	1535	1620	109
OO	2620	SAN	LAX	1535	1620	109
WN	32	DAL	LAS	1535	1630	1067
EV	6128	IAH	AEX	1535	1634	190
EV	4288	IAH	BTR	1535	1638	253
EV	4593	IAH	DAL	1535	1639	216
DL	2006	TYS	ATL	1535	1639	152
WN	1039	AMA	DAL	1535	1640	323
WN	2205	LAS	SAN	1535	1640	258
WN	609	OAK	BUR	1535	1640	325
MQ	3453	SJT	DFW	1535	1640	229
NK	720	LAX	LAS	1535	1641	236
US	1800	MIA	TPA	1535	1641	204
AA	1015	DFW	SAN	1535	1650	1171
WN	1874	MSP	DEN	1535	1650	680
DL	2501	MSP	GEG	1535	1651	1175
VX	932	SFO	LAX	1535	1655	337
MQ	2998	BTR	DFW	1535	1700	383
WN	705	SLC	DEN	1535	1700	391
DL	2172	ATL	TPA	1535	1703	406
US	896	DCA	CLT	1535	1705	331
WN	3236	SFO	SAN	1535	1705	447
US	1915	CLE	CLT	1535	1710	430
DL	797	MCO	ATL	1535	1710	404
MQ	3305	RDU	LGA	1535	1710	431
OO	4468	SLC	HLN	1535	1710	402
US	1711	TPA	CLT	1535	1714	507
DL	1204	DTW	BDL	1535	1716	549
EV	4254	IAH	HSV	1535	1721	595
DL	2093	MSP	SNA	1535	1733	1522
WN	3144	DCA	MCI	1535	1735	949
DL	821	MSP	LAX	1535	1735	1535
AS	791	ABQ	SEA	1535	1740	1180
OO	4538	MSP	BNA	1535	1747	695
WN	1448	MDW	PIT	1535	1750	402
NK	360	LAS	PDX	1535	1754	763
WN	3851	BUR	PHX	1535	1755	369
WN	371	MCO	SAN	1535	1800	2149
WN	910	MDW	DAL	1535	1800	793
WN	1689	FLL	BWI	1535	1805	925
AA	2339	ORD	DFW	1535	1805	802
WN	671	PBI	ISP	1535	1810	1052
WN	3300	STL	ATL	1535	1810	484
UA	1647	IAH	ORD	1535	1813	925
OO	2592	LAX	SLC	1535	1820	590
UA	1100	MCO	EWR	1535	1825	937
US	711	PHL	MIA	1535	1825	1013
F9	114	DEN	MSP	1535	1828	680
WN	232	ISP	PBI	1535	1830	1052
WN	1445	PHX	AUS	1535	1840	872
WN	722	MDW	BOS	1535	1845	861
WN	4986	HOU	CLT	1535	1850	920
WN	1348	LAX	DEN	1535	1850	862
WN	868	SNA	DEN	1535	1850	846
B6	866	SJU	ORD	1535	1853	2072
EV	4186	IAH	IND	1535	1855	844
DL	2488	MSP	PHL	1535	1905	980
UA	1186	PDX	DEN	1535	1907	991
EV	4340	IAH	CMH	1535	1909	986
UA	503	BOS	SFO	1535	1921	2704
AA	1181	LAS	DFW	1535	2015	1055
EV	3263	LAN	ORD	1536	1540	179
EV	5251	DTW	EVV	1536	1607	363
B6	690	DCA	BOS	1536	1701	399
UA	744	BOS	EWR	1536	1714	200
UA	1139	EWR	DEN	1536	1803	1605
DL	2035	MKE	ATL	1536	1840	669
OO	6408	EUG	DEN	1536	1910	996
EV	5604	ATL	MOB	1537	1557	302
EV	5469	ATL	MYR	1537	1647	317
UA	453	IAH	DEN	1537	1709	862
OO	5578	DEN	SJC	1537	1721	948
EV	4208	IAH	BNA	1537	1731	657
OO	5496	DEN	FSD	1537	1808	483
EV	5567	SGF	ATL	1537	1818	563
EV	5355	XNA	ATL	1537	1819	589
UA	1138	IAH	TPA	1537	1842	787
DL	503	BOI	SLC	1538	1642	290
OO	6271	DEN	CPR	1538	1642	230
EV	4672	EWR	STL	1538	1736	872
UA	1110	ORD	SFO	1538	1828	1846
OO	5409	ORD	MKE	1539	1627	67
B6	1417	AUS	LGB	1539	1651	1226
DL	2459	ATL	CHS	1539	1653	259
MQ	2941	DAY	ORD	1540	1555	240
OO	5334	DEN	PUB	1540	1628	109
WN	780	HOU	AUS	1540	1630	148
WN	1122	OKC	LAS	1540	1630	986
MQ	3046	ORD	DBQ	1540	1638	147
NK	913	DTW	MCI	1540	1649	629
WN	1109	LIT	DAL	1540	1650	296
DL	970	TLH	ATL	1540	1650	223
DL	2133	CLT	ATL	1540	1655	226
WN	987	ICT	DAL	1540	1655	333
VX	933	LAX	SFO	1540	1700	337
WN	2871	DEN	SLC	1540	1705	391
F9	571	DEN	SLC	1540	1705	391
US	2041	BWI	CLT	1540	1708	361
WN	119	MDW	MCI	1540	1710	405
EV	2570	PIB	DFW	1540	1715	462
DL	1665	MSP	SMF	1540	1732	1517
WN	1341	MCO	MDW	1540	1735	990
DL	2572	MSP	MSO	1540	1737	1013
NK	245	ORD	LAS	1540	1738	1514
AA	1063	BOS	ORD	1540	1745	867
AA	332	RDU	DFW	1540	1750	1061
WN	881	LAX	PHX	1540	1755	370
WN	1986	SJU	TPA	1540	1755	1237
UA	404	IAH	SFO	1540	1800	1635
WN	604	LAS	SLC	1540	1800	368
DL	999	MSP	PHX	1540	1803	1276
F9	1063	ORD	SLC	1540	1805	1250
WN	1581	BWI	TPA	1540	1810	842
AA	1215	ORD	SEA	1540	1810	1721
WN	4998	BNA	TPA	1540	1820	612
AS	555	PSP	SEA	1540	1825	987
DL	1621	DTW	TPA	1540	1826	983
F9	778	LAS	DEN	1540	1827	628
DL	2589	FLL	JFK	1540	1837	1069
US	1945	MCI	CLT	1540	1848	808
DL	301	MSP	ANC	1540	1849	2519
WN	467	HOU	MCO	1540	1850	849
WN	3843	ONT	DEN	1540	1850	819
US	837	STT	PHL	1540	1851	1605
US	1769	IAH	CLT	1540	1901	912
US	1736	PHL	PHX	1540	1902	2075
WN	369	SEA	PHX	1540	1925	1107
EV	4372	IAH	PIT	1540	1927	1117
NK	427	MSP	TPA	1540	1950	1306
DL	2436	ANC	SEA	1540	2011	1448
AA	159	SAN	ORD	1540	2135	1723
VX	210	SFO	ORD	1540	2155	1846
AS	856	KOA	SJC	1540	2259	2384
AS	842	LIH	OAK	1540	2303	2457
NK	985	DTW	MSY	1541	1725	926
OO	6412	SAT	SFO	1541	1741	1482
B6	1445	BOS	CLT	1541	1808	728
DL	1489	IAH	ATL	1541	1841	689
B6	1065	BOS	RSW	1541	1917	1249
EV	6003	MLU	IAH	1542	1655	262
DL	1117	MSP	BIL	1542	1656	748
OO	6510	LAX	SMF	1542	1710	373
UA	1538	MCO	IAD	1542	1752	758
F9	650	DEN	BMI	1542	1838	834
UA	493	PIT	ORD	1543	1624	413
US	483	AUS	PHX	1543	1710	872
UA	203	AUS	EWR	1543	2022	1504
EV	5495	ATL	BMI	1544	1625	533
OO	5355	LAX	SBA	1544	1629	89
OO	4606	LAS	LAX	1544	1655	236
OO	4989	DEN	LNK	1544	1802	423
EV	5327	DTW	MSN	1545	1611	311
DL	856	DTW	STL	1545	1632	440
WN	961	SAT	HOU	1545	1640	192
WN	981	ATL	MDW	1545	1645	591
DL	2073	DTW	MSP	1545	1649	528
WN	4879	TPA	MEM	1545	1650	655
MQ	2800	HOU	DFW	1545	1655	247
AA	2384	LAS	LAX	1545	1655	236
DL	2342	JAX	ATL	1545	1659	270
AA	2394	DFW	SNA	1545	1700	1205
AA	1096	JFK	BOS	1545	1700	187
WN	4743	SJC	SAN	1545	1700	417
EV	2508	LFT	DFW	1545	1705	351
AA	1029	JFK	DCA	1545	1710	213
WN	565	MSY	AUS	1545	1710	444
MQ	3097	ORD	MSP	1545	1713	334
OO	2594	SMF	LAX	1545	1715	373
MQ	3498	ORD	OMA	1545	1718	416
DL	1182	TPA	ATL	1545	1719	406
DL	1732	MSP	ABQ	1545	1732	981
DL	1826	FLL	ATL	1545	1740	581
WN	2122	OMA	PHX	1545	1740	1037
AS	315	SFO	SEA	1545	1744	679
DL	2107	DTW	SAN	1545	1747	1956
DL	1349	DTW	ATL	1545	1755	594
MQ	2809	EVV	DFW	1545	1755	642
WN	1704	ONT	PHX	1545	1755	325
WN	599	SAN	PHX	1545	1755	304
WN	271	SNA	PHX	1545	1755	338
WN	435	STL	HOU	1545	1755	687
DL	1786	ATL	LGA	1545	1759	762
AA	2319	DFW	ORD	1545	1800	802
F9	184	DEN	OKC	1545	1809	495
DL	1819	LGA	MSP	1545	1809	1020
WN	2078	LAS	ABQ	1545	1810	486
US	769	PHL	MCO	1545	1819	861
DL	1404	AVP	ATL	1545	1820	714
WN	3579	MDW	IAD	1545	1825	577
AA	1472	ELP	DFW	1545	1830	551
DL	2604	RSW	LGA	1545	1833	1080
EV	4647	IAH	MSP	1545	1835	1034
US	2022	PHL	FLL	1545	1835	992
US	1740	PHL	RSW	1545	1838	993
VX	717	LGA	DAL	1545	1840	1381
MQ	3493	BHM	MIA	1545	1842	661
DL	203	OKC	ATL	1545	1843	761
US	772	SJU	PHL	1545	1845	1576
DL	2485	FLL	BOS	1545	1855	1237
B6	1117	LGA	TPA	1545	1902	1010
UA	1038	DEN	IAH	1545	1903	862
B6	1801	JFK	FLL	1545	1904	1069
B6	635	SWF	FLL	1545	1904	1118
WN	653	DEN	BNA	1545	1905	1014
DL	1935	LGA	TPA	1545	1905	1010
EV	4493	IAH	CVG	1545	1906	871
DL	2164	MSP	DCA	1545	1907	931
B6	1729	JFK	RSW	1545	1909	1074
UA	1237	IAH	FLL	1545	1910	965
DL	2196	MSP	LGA	1545	1927	1020
DL	2500	MSP	BOS	1545	1929	1124
UA	1668	IAH	DCA	1545	1938	1208
UA	345	IAH	LGA	1545	2011	1416
DL	2654	MSP	FLL	1545	2016	1487
WN	948	SAN	DAL	1545	2030	1182
AA	1618	SNA	DFW	1545	2035	1205
UA	303	DEN	LGA	1545	2123	1620
AA	2311	SEA	DFW	1545	2130	1660
B6	524	LAX	JFK	1545	2354	2475
HA	183	HNL	LIH	1546	1624	102
HA	347	KOA	HNL	1546	1630	163
AA	2494	SJU	MIA	1546	1743	1045
OO	5498	OMA	IAH	1546	1803	781
DL	1714	MSP	MCO	1546	1959	1310
DL	1987	MSP	STL	1547	1715	448
B6	54	PBI	JFK	1547	1831	1028
B6	1304	SJU	JFK	1547	1854	1598
HA	192	HNL	ITO	1548	1639	216
UA	1182	DEN	LAX	1548	1715	862
OO	5245	RAP	DEN	1549	1711	300
EV	4353	AVL	EWR	1549	1741	583
EV	3946	DEN	IND	1549	2010	977
DL	1883	SLC	LAS	1550	1613	368
EV	5603	DTW	PIA	1550	1620	346
WN	1750	AUS	DAL	1550	1645	189
EV	5487	DTW	BHM	1550	1656	625
OO	5326	SFO	SBP	1550	1658	190
UA	1031	IAH	MSY	1550	1700	305
OO	6331	CID	ORD	1550	1703	196
MQ	3546	LIT	DFW	1550	1705	304
WN	3504	SDF	LAS	1550	1705	1624
OO	4530	DTW	CVG	1550	1706	229
AA	2461	DFW	LAX	1550	1710	1235
WN	4742	SAN	SJC	1550	1710	417
OO	5638	SFO	SBA	1550	1713	262
WN	1901	SAN	SFO	1550	1715	447
WN	2613	LAS	SFO	1550	1720	414
WN	1679	STL	DEN	1550	1720	770
DL	1978	ATL	RIC	1550	1721	481
EV	4659	IAH	XNA	1550	1721	438
WN	588	BNA	MSY	1550	1725	471
WN	760	DEN	SJC	1550	1725	948
AA	1519	MEM	DFW	1550	1730	432
DL	2248	DTW	LGA	1550	1739	502
WN	4126	PHX	PDX	1550	1740	1009
EV	4499	IAH	MCI	1550	1749	643
WN	4288	MCO	MCI	1550	1750	1072
WN	549	RSW	MDW	1550	1750	1105
AS	322	SEA	SJC	1550	1751	697
WN	483	BWI	JAX	1550	1755	663
US	1781	LGA	CLT	1550	1757	544
WN	3315	ABQ	SEA	1550	1800	1180
DL	2587	DTW	PDX	1550	1800	1953
MQ	3420	SPI	DFW	1550	1800	630
AA	1591	DFW	SEA	1550	1810	1660
EV	5551	JAN	ATL	1550	1812	341
OO	2625	LAX	TUS	1550	1815	451
WN	156	ABQ	DAL	1550	1825	580
WN	51	ELP	DAL	1550	1825	562
AA	1016	MCO	JFK	1550	1825	944
WN	123	MDW	GSP	1550	1825	562
AA	99	ORD	PDX	1550	1825	1739
WN	728	TPA	BUF	1550	1825	1053
EV	4974	SHV	ATL	1550	1829	551
DL	53	MSP	DTW	1550	1830	528
US	784	FLL	PHL	1550	1832	992
AA	2431	MSP	DFW	1550	1835	852
US	785	PHL	TPA	1550	1835	920
B6	392	TPA	BOS	1550	1843	1185
DL	1785	MSP	PIT	1550	1844	726
US	596	SFO	PHX	1550	1845	651
UA	1680	SJU	ORD	1550	1910	2072
AA	2203	DFW	MCO	1550	1915	985
DL	1717	MSP	BWI	1550	1915	936
DL	2366	MSP	BDL	1550	1921	1050
EV	5287	MSP	RIC	1550	1922	970
US	473	PHX	MSP	1550	1948	1276
AA	278	PHX	ORD	1550	2010	1440
WN	303	DEN	ATL	1550	2035	1199
WN	566	LAS	STL	1550	2055	1371
US	498	PHX	DCA	1550	2155	1979
DL	1434	HNL	LAX	1550	2320	2556
HA	30	OGG	SEA	1550	2320	2640
VX	416	LAX	JFK	1550	2359	2475
EV	4931	DTW	CAK	1551	1648	133
EV	5997	DEN	CID	1551	1844	692
UA	809	SNA	DEN	1551	1903	846
EV	3964	TVC	ORD	1552	1615	224
EV	5542	ATL	AGS	1552	1640	143
OO	6198	DSM	ORD	1552	1710	299
OO	6328	ORD	ASE	1552	1753	1013
EV	4736	MKE	CLE	1552	1809	328
OO	5408	MBS	ORD	1553	1610	222
EV	4576	EWR	GRR	1553	1801	605
UA	226	DEN	DSM	1553	1830	589
F9	190	DEN	FAR	1553	1836	627
B6	951	BOS	MCO	1553	1919	1121
UA	607	LAS	DEN	1554	1848	628
DL	1323	DTW	RSW	1554	1851	1084
OO	4820	LAX	BOI	1554	1859	674
EV	4165	FNT	ORD	1555	1602	223
EV	5342	ATL	EVV	1555	1615	350
HA	186	HNL	OGG	1555	1632	100
MQ	3261	GRK	DFW	1555	1645	134
AA	978	DFW	COS	1555	1650	592
EV	5345	DTW	CLE	1555	1653	95
AA	1365	AUS	DFW	1555	1655	190
AA	1344	DFW	DEN	1555	1655	641
WN	3138	PHX	OAK	1555	1655	646
WN	682	PHX	ABQ	1555	1655	328
OO	4805	DTW	SBN	1555	1656	157
MQ	3367	DFW	HOU	1555	1658	247
WN	340	BUR	OAK	1555	1705	325
WN	4543	SMF	BUR	1555	1705	358
WN	664	LAX	OAK	1555	1710	337
WN	1583	SNA	SJC	1555	1710	342
WN	428	OAK	SNA	1555	1715	371
US	743	PHL	ORD	1555	1719	678
WN	613	ATL	HOU	1555	1720	696
WN	1044	HOU	MAF	1555	1720	441
WN	2102	LAS	SJC	1555	1720	386
WN	1084	MCI	MDW	1555	1720	405
MQ	2968	STL	ORD	1555	1720	258
DL	1943	ATL	MCO	1555	1722	404
WN	4371	IND	DCA	1555	1725	500
WN	1053	TPA	ATL	1555	1725	406
OO	5183	DEN	PSC	1555	1727	852
WN	1129	MHT	BWI	1555	1730	377
AA	151	ORD	DEN	1555	1730	888
DL	1490	DTW	LAS	1555	1733	1749
WN	359	ATL	MSP	1555	1735	907
US	642	PHX	DEN	1555	1739	602
NK	188	DTW	LGA	1555	1740	502
WN	2874	LGA	MDW	1555	1740	725
DL	1411	MSP	PDX	1555	1744	1426
EV	5356	PHF	ATL	1555	1748	508
OO	4997	GRR	IAH	1555	1800	1042
MQ	2870	PNS	DFW	1555	1800	604
B6	511	FLL	AUS	1555	1804	1105
AA	74	CLE	DFW	1555	1805	1021
EV	4352	EWR	CVG	1555	1807	569
B6	1237	BOS	DTW	1555	1818	632
MQ	3208	DFW	BIS	1555	1823	977
WN	174	MCO	ROC	1555	1830	1033
WN	140	EWR	DEN	1555	1835	1605
WN	1138	FLL	CMH	1555	1835	973
US	802	RSW	PHL	1555	1835	993
US	2057	PHL	PBI	1555	1840	951
AS	507	SNA	SEA	1555	1840	978
DL	1546	MSP	CMH	1555	1842	626
WN	809	DEN	MSP	1555	1845	680
DL	2256	MCI	ATL	1555	1854	692
AA	1612	ORD	BOS	1555	1905	867
UA	228	EWR	RSW	1555	1906	1068
